GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000430190 - HIGD1A,ENST00000333552 - RALY,,ENST00000320443 - CARF,ENST00000434323 - TXNDC9,ENST00000545381 - PPFIBP1,ENST00000466345 - ZMYM6,ENST00000432467 - NSDHL,ENST00000359929 - ADGRL2,ENST00000617257 - ESF1,ENST00000463369 - SHQ1,ENST00000420794 - missing,ENST00000577273 - AMZ2
ENST00000347699 - MAP4K4,ENST00000045083 - RIPOR3,,ENST00000550639 - MYL6,ENST00000578557 - PPP4R1,ENST00000321453 - PDE1C,ENST00000552890 - TRAFD1,ENST00000315274 - MMP1,ENST00000465994 - CAP2,ENST00000515641 - ANKRD50,ENST00000520638 - RNF145,ENST00000530786 - BDNF,ENST00000513339 - REEP5
ENST00000559234 - ZHX3,ENST00000569857 - PKM,,ENST00000402042 - MRTFA,ENST00000389506 - KMT2A,ENST00000417172 - CALD1,ENST00000588779 - ACLY,ENST00000472083 - CUL4A,ENST00000376839 - ACTN1,ENST00000480984 - SLC20A1,ENST00000461869 - SF3A3,ENST00000492914 - WASHC2A,ENST00000417960 - ECT2
ENST00000420165 - L1CAM,ENST00000477127 - CCNL1,,ENST00000482889 - CLCC1,ENST00000307301 - MRPL39,ENST00000561400 - HERC1,ENST00000521657 - PIK3R1,ENST00000539756 - TCP1,ENST00000539687 - SPARC,ENST00000555626 - PAPOLA,ENST00000524074 - PFDN1,ENST00000483671 - RFTN1,ENST00000264805 - PDE5A
ENST00000564153 - SNAP23,ENST00000518161 - TMEM30A,,ENST00000409662 - SLC38A11,ENST00000527382 - PRMT1,ENST00000262227 - ARHGAP28,ENST00000468832 - SPATS2L,ENST00000539951 - EIF2B1,ENST00000375972 - YME1L1,ENST00000524536 - USP33,ENST00000503010 - TMED7,ENST00000454011 - RHOA,ENST00000582137 - STRADA
ENST00000347982 - NSD1,ENST00000599522 - MAGED4,,ENST00000542056 - GPRC5A,ENST00000435931 - NABP1,ENST00000558344 - BTBD1,ENST00000538225 - CLTA,ENST00000557519 - RPS29,ENST00000532942 - nan,ENST00000490117 - CPA4,ENST00000430368 - TCTN3,ENST00000575458 - DVL2,ENST00000524536 - USP33
ENST00000505760 - HERC4,ENST00000590729 - LONP1,,ENST00000528949 - EMC7,ENST00000450493 - TFIP11,ENST00000509520 - ABL2,ENST00000328159 - TPM3,ENST00000486037 - SND1,ENST00000635123 - DOCK7,ENST00000543646 - GNS,ENST00000617533 - SEZ6L2,ENST00000422242 - RAB5A,ENST00000510191 - LARS1
ENST00000472083 - CUL4A,ENST00000339431 - LRRC17,,ENST00000555453 - NFATC4,ENST00000379813 - APTX,ENST00000452448 - EPHA3,ENST00000558964 - NEO1,ENST00000467255 - NTM,ENST00000220244 - CEMIP,ENST00000401738 - EML4,ENST00000509769 - USP53,ENST00000527605 - PAMR1,ENST00000352931 - PTK7
ENST00000512160 - STARD4,ENST00000432467 - NSDHL,,ENST00000477544 - SARS1,ENST00000427171 - ANO10,ENST00000409040 - EML4,ENST00000395568 - PPHLN1,ENST00000506587 - PGM3,ENST00000475181 - CCDC80,ENST00000502886 - ADAMTS6,ENST00000462391 - NPM3,ENST00000470936 - ARL6IP5,ENST00000555394 - NUMB
ENST00000453092 - GTF2IP4,ENST00000369125 - HACE1,,ENST00000506179 - UGDH,ENST00000376723 - UGGT1,ENST00000447170 - SELENOI,ENST00000524575 - YAP1,ENST00000631253 - TBL1XR1,ENST00000558745 - TSPAN3,ENST00000463027 - MYH9,ENST00000564317 - CDH11,ENST00000437992 - RPL9,ENST00000354906 - MIA3
ENST00000525996 - RPS6KB2,ENST00000552959 - ATP5F1B,,ENST00000359165 - EEF1A1P4,ENST00000545284 - COPA,ENST00000316485 - PATJ,ENST00000409397 - SPATS2L,ENST00000547252 - SLC38A2,ENST00000530675 - BIRC2,ENST00000359929 - ADGRL2,ENST00000372667 - ZDHHC12,ENST00000586827 - FLOT2,ENST00000530826 - AK5
ENST00000585680 - ME2,ENST00000532544 - CD82,,ENST00000372807 - ODF2,ENST00000419929 - LASP1,ENST00000621856 - SPAST,ENST00000635286 - DOCK7,ENST00000529622 - TAGLN,ENST00000631641 - DDX3X,ENST00000480388 - PALM2AKAP2,ENST00000476824 - ITGA4,ENST00000497348 - MAGED4,ENST00000477335 - PGK1
ENST00000561951 - BBS2,ENST00000637626 - PIGA,,ENST00000439918 - P4HB,ENST00000554563 - PPP2R3C,ENST00000530962 - LAYN,ENST00000520102 - CHMP7,ENST00000524460 - SNX19,ENST00000259119 - SKIL,ENST00000395127 - EIF2AK2,ENST00000636315 - LOC102724594,ENST00000471046 - LAMP1,ENST00000427993 - SLC35A3
ENST00000375790 - MKX,ENST00000487876 - RPSA,,ENST00000514665 - USP53,ENST00000552546 - TMEM106C,ENST00000533131 - BDNF,ENST00000525209 - CD44,ENST00000513737 - ITGA1,ENST00000550253 - TGFBR1,ENST00000439918 - P4HB,ENST00000371848 - WDR44,ENST00000256496 - ARL8B,ENST00000615219 - NBPF26
ENST00000369208 - SIM1,ENST00000426982 - KIAA0319L,,ENST00000597912 - PSG4,ENST00000504949 - RHOBTB3,ENST00000426982 - KIAA0319L,ENST00000487880 - USP48,ENST00000545763 - MGA,ENST00000409752 - PPP3R1,ENST00000508501 - LIMCH1,ENST00000597776 - LSM4,ENST00000613865 - RPS24,ENST00000585436 - EEF2KMT
ENST00000629362 - COBLL1,ENST00000618771 - TRAF4,,ENST00000373856 - NONO,ENST00000544838 - TCHP,ENST00000628380 - TRRAP,ENST00000521597 - TNFRSF11B,ENST00000436918 - ECE1,ENST00000502348 - GRAMD2B,ENST00000631641 - DDX3X,ENST00000429279 - STK25,ENST00000556712 - SNX6,ENST00000522402 - NRG1
ENST00000603963 - SRSF9,ENST00000370973 - WLS,,ENST00000579014 - LAMA1,ENST00000415886 - CTHRC1,ENST00000368464 - TBC1D32,ENST00000270077 - PSG9,ENST00000438490 - RALGAPB,ENST00000370513 - PKN2,ENST00000395634 - NREP,ENST00000537058 - CADM1,ENST00000514500 - ACSL4,ENST00000396050 - EDA2R
ENST00000392151 - CHP1,ENST00000611659 - TPM3,,ENST00000489060 - TMEM45A,ENST00000603011 - MICU1,ENST00000311694 - HECTD4,ENST00000437581 - NT5E,ENST00000259056 - GALNT5,ENST00000419654 - SEC24D,ENST00000544760 - KDM5A,ENST00000353662 - ACAP3,ENST00000540329 - INPPL1,ENST00000588826 - RAD23A
ENST00000335110 - FAT4,ENST00000396822 - SNAI2,,ENST00000533285 - PAK1,ENST00000506357 - SGCB,ENST00000491749 - EFHC1,ENST00000492412 - SLC16A4,ENST00000430477 - RUSF1,ENST00000437146 - GNB1,ENST00000564845 - CHD9,ENST00000505278 - PLXNA1,ENST00000401506 - LBH,ENST00000557597 - NUMB
ENST00000282673 - LIPA,ENST00000606826 - CSNK1A1,,ENST00000544786 - MAPK1,ENST00000512801 - ACAD9,ENST00000379387 - UEVLD,ENST00000374630 - EPHB2,ENST00000409398 - COQ10B,ENST00000617752 - missing,ENST00000635856 - CHD2,ENST00000591194 - SLC44A2,ENST00000352931 - PTK7,ENST00000591660 - ATP5F1D
ENST00000530326 - NUP160,ENST00000588777 - DNASE2,,ENST00000514464 - BACE1,ENST00000411650 - UBP1,ENST00000492324 - VDAC1,ENST00000547045 - APAF1,ENST00000588993 - ZNF260,ENST00000416658 - SLMAP,ENST00000590654 - GALNT1,ENST00000529307 - CAPRIN1,ENST00000413099 - WDR48,ENST00000589823 - VMP1
ENST00000437457 - ARHGEF9,ENST00000507400 - TUSC3,,ENST00000367444 - RO60,ENST00000613531 - NBPF11,ENST00000356476 - H3C4,ENST00000507889 - ATP10D,ENST00000431469 - SART3,ENST00000508501 - LIMCH1,ENST00000374787 - SMC2,ENST00000395711 - SDAD1,ENST00000525488 - ARHGAP1,ENST00000474715 - YWHAQ
ENST00000465097 - P3H4,ENST00000621890 - YTHDF3,,ENST00000616787 - SELENOF,ENST00000485937 - PSMD2,ENST00000527078 - SLC52A2,ENST00000526000 - CD44,ENST00000621591 - missing,ENST00000524168 - LOXL2,ENST00000450863 - GOLGA4,ENST00000527573 - CSRP1,ENST00000536985 - PFKFB3,ENST00000410026 - NABP1
ENST00000469971 - TMEM182,ENST00000507996 - KDM3B,,ENST00000372522 - SVBP,ENST00000559537 - MESD,ENST00000622259 - SNX12,ENST00000539990 - NRG1,ENST00000488638 - LAMB2,ENST00000229708 - ULBP1,ENST00000492552 - NR1D2,ENST00000444338 - IDH3G,ENST00000555012 - ATP6V1D,ENST00000537842 - TNFRSF1A
ENST00000567078 - nan,ENST00000461965 - GLS,,ENST00000637521 - STXBP1,ENST00000481946 - PTK7,ENST00000530675 - BIRC2,ENST00000433555 - RPUSD3,ENST00000374415 - ADAM23,ENST00000558733 - ADAM10,ENST00000441228 - SACM1L,ENST00000489603 - LRRFIP1,ENST00000475134 - TBC1D23,ENST00000636705 - CLN5
ENST00000509409 - TPM3,ENST00000467905 - AK2,,ENST00000475220 - FKBP9,ENST00000458234 - NCOR2,ENST00000421431 - UBL4A,ENST00000530694 - DKK3,ENST00000502803 - ABCE1,ENST00000392544 - ATF2,ENST00000457928 - TBL1XR1,ENST00000601460 - nan,ENST00000458280 - STX16,ENST00000448083 - FOSL1
ENST00000591194 - SLC44A2,ENST00000533246 - BDNF,,ENST00000615219 - NBPF26,ENST00000545328 - SEC23A,ENST00000513814 - ARSK,ENST00000436783 - ATP6AP2,ENST00000413174 - ATIC,ENST00000612790 - BCAT1,ENST00000344768 - FRMD6,ENST00000434835 - MSL2,ENST00000551720 - CNPY2,ENST00000526714 - CHID1
ENST00000504676 - CSNK1A1,ENST00000507407 - SLC9A3,,ENST00000391418 - KRTAP2-3,ENST00000542420 - SS18,ENST00000483549 - ATXN10,ENST00000513841 - ARHGEF28,ENST00000614327 - HSP90B1,ENST00000376091 - CLCN5,ENST00000503974 - PDLIM5,ENST00000615266 - ALG8,ENST00000370087 - SSR4,ENST00000430085 - CALD1
ENST00000464120 - LGALS1,ENST00000273342 - COL8A1,,ENST00000429658 - TRIP6,ENST00000447480 - TRIM4,ENST00000494950 - PLOD2,ENST00000505388 - KLHL8,ENST00000398093 - missing,ENST00000480275 - CCDC80,ENST00000536562 - DENND5B,ENST00000495878 - ARAP1,ENST00000269814 - MED16,ENST00000567958 - PSMD7
ENST00000611659 - TPM3,ENST00000529790 - ATP5MG,,ENST00000564317 - CDH11,ENST00000334567 - TMEM212,ENST00000530200 - MTMR9,ENST00000552228 - RBMS2,ENST00000447282 - PCBP2,ENST00000510515 - SEPTIN11,ENST00000635123 - DOCK7,ENST00000636048 - ARHGEF9,ENST00000591230 - ZNF532,ENST00000477307 - RNF103
ENST00000502326 - IL6ST,ENST00000520953 - SREK1,,ENST00000491682 - ABHD12,ENST00000420848 - WASHC2C,ENST00000549138 - TRHDE,ENST00000580705 - TLK2,ENST00000504373 - CD164,ENST00000367906 - RGS4,ENST00000340717 - RASEF,ENST00000556619 - PAPOLA,ENST00000497370 - PPIE,ENST00000621421 - SAP18
ENST00000429383 - TBC1D5,ENST00000537842 - TNFRSF1A,,ENST00000526492 - ADM,ENST00000435716 - TRIP12,ENST00000344312 - STARD13,ENST00000472568 - ADD3,ENST00000618656 - RPS20,ENST00000586541 - PRKAR1A,ENST00000608657 - ITGB5,ENST00000434713 - STAG1,ENST00000583389 - EIF4A1,ENST00000518243 - PPP2CB
ENST00000481828 - missing,ENST00000493278 - CALU,,ENST00000368464 - TBC1D32,ENST00000526938 - CTNND1,ENST00000462231 - PARD3B,ENST00000586896 - USP36,ENST00000526114 - ILK,ENST00000610907 - PABPC1,ENST00000498699 - PHLDB2,ENST00000565445 - AMFR,ENST00000494812 - TFDP1,ENST00000533285 - PAK1
ENST00000507026 - NDUFS4,ENST00000601720 - DPP9,,ENST00000550419 - CDK4,ENST00000613856 - SLIRP,ENST00000296126 - WDR43,ENST00000394205 - SCOC,ENST00000403380 - PSG1,ENST00000465762 - NDFIP2,ENST00000259119 - SKIL,ENST00000559205 - IDH3A,ENST00000619306 - PTGS1,ENST00000591728 - ATP8B1
ENST00000370087 - SSR4,ENST00000637953 - STXBP1,,ENST00000395934 - ELP4,ENST00000478655 - RPS24,ENST00000539282 - BCAT1,ENST00000504683 - ABCE1,ENST00000529447 - ZDHHC5,ENST00000635944 - ASAH1,ENST00000546662 - TWF1,ENST00000452361 - INO80B-WBP1,ENST00000524245 - COX6C,ENST00000552959 - ATP5F1B
ENST00000461869 - SF3A3,ENST00000509647 - FAT1,,ENST00000627982 - ZNF302,ENST00000370513 - PKN2,ENST00000426856 - CRIM1,ENST00000525690 - RPS3,ENST00000436791 - MFF,ENST00000564057 - COTL1,ENST00000376091 - CLCN5,ENST00000574770 - EDC4,ENST00000537782 - SDHAF2,ENST00000506474 - WDR41
ENST00000507597 - USP53,ENST00000587945 - VMP1,,ENST00000506216 - CRMP1,ENST00000476955 - EIF3L,ENST00000612548 - CIT,ENST00000370513 - PKN2,ENST00000355422 - GFRA1,ENST00000481273 - PTK7,ENST00000263339 - IL1A,ENST00000453085 - PNPLA8,ENST00000508685 - SH3RF1,ENST00000421431 - UBL4A
ENST00000450115 - TP53BP1,ENST00000381886 - USP7,,ENST00000527361 - ADGRB2,ENST00000491436 - ALDH9A1,ENST00000567264 - UBFD1,ENST00000468294 - EMD,ENST00000457029 - FARP1,ENST00000577880 - SMCHD1,ENST00000629387 - TCF4,ENST00000418446 - ABHD4,ENST00000524439 - C11orf58,ENST00000467905 - AK2
ENST00000371323 - CUL4B,ENST00000265077 - VCAN,,ENST00000587493 - FHOD3,ENST00000373236 - SAR1A,ENST00000502950 - TENM3,ENST00000500777 - SEC31A,ENST00000551369 - RBMS2,ENST00000588661 - NARS1,ENST00000409213 - NCKAP5,ENST00000553879 - NFATC4,ENST00000409398 - COQ10B,ENST00000445771 - BCAP29
ENST00000369635 - SNX14,ENST00000636120 - PDE4D,,ENST00000463664 - SELENBP1,ENST00000508404 - TMEM165,ENST00000428005 - SLC4A7,ENST00000540884 - EHD2,ENST00000528786 - MED17,ENST00000615513 - CDKN1A,ENST00000575068 - NSF,ENST00000246646 - KRT38,ENST00000571198 - ZC3H7A,ENST00000420120 - DCN
ENST00000591728 - ATP8B1,ENST00000546673 - CNOT2,,ENST00000552959 - ATP5F1B,ENST00000409145 - MRPL30,ENST00000480093 - PRADC1,ENST00000494251 - MPDZ,ENST00000372418 - PRPS1,ENST00000506649 - CD164,ENST00000479352 - SLC12A8,ENST00000374990 - TGFBR1,ENST00000356249 - CEMIP,ENST00000367067 - CD55
ENST00000597529 - EMP3,ENST00000580387 - RPL17,,ENST00000506397 - RPL34,ENST00000522029 - TBC1D9B,ENST00000462824 - NABP1,ENST00000173785 - KLF6,ENST00000569857 - PKM,ENST00000536159 - CITED2,ENST00000519380 - RDH10,ENST00000486593 - LAMP2,ENST00000453092 - GTF2IP4,ENST00000598076 - FCGRT
ENST00000398019 - SERPINB7,ENST00000539951 - EIF2B1,,ENST00000560609 - ABHD17C,ENST00000502752 - FER,ENST00000396617 - MRTFA,ENST00000263934 - KIF1B,ENST00000494537 - SELENON,ENST00000545328 - SEC23A,ENST00000602390 - COMMD3-BMI1,ENST00000537041 - QKI,ENST00000545284 - COPA,ENST00000477798 - PDCD6IP
ENST00000463427 - TMEM87B,ENST00000623610 - CDKL5,,ENST00000449038 - PLOD1,ENST00000547300 - TRHDE,ENST00000569454 - CDH13,ENST00000522566 - FZD6,ENST00000528176 - EFEMP2,ENST00000377908 - DIAPH3,ENST00000474953 - ARID4B,ENST00000415039 - PSMD3,ENST00000625359 - ELF1,ENST00000400319 - DIAPH3
ENST00000507705 - ACAD11,ENST00000420120 - DCN,,ENST00000637038 - SCN1A,ENST00000545763 - MGA,ENST00000341681 - MAP4K3,ENST00000506498 - UBE2Z,ENST00000590853 - PRKACA,ENST00000555616 - ACTN1,ENST00000483630 - NBPF9,ENST00000489220 - PSG5,ENST00000506495 - SEC31A,ENST00000495670 - AIDA
ENST00000438490 - RALGAPB,ENST00000589204 - ALPK2,,ENST00000520982 - BMP1,ENST00000469350 - PLOD2,ENST00000492275 - TTC3,ENST00000426663 - BLZF1,ENST00000525948 - PUM1,ENST00000381086 - IGFBP3,ENST00000538864 - HEATR5A,ENST00000418185 - GTF2IRD2B,ENST00000426619 - DDX47,ENST00000548177 - CALCOCO1
ENST00000354497 - RTN3,ENST00000366858 - CNIH4,,ENST00000502803 - ABCE1,ENST00000578653 - TAOK1,ENST00000527622 - CTTN,ENST00000498363 - IGF2BP3,ENST00000496153 - BUD23,ENST00000468623 - GNB4,ENST00000440021 - FBXO34,ENST00000372970 - OSER1,ENST00000567738 - AMFR,ENST00000393164 - ATP2B1
ENST00000506397 - RPL34,ENST00000401075 - nan,,ENST00000531455 - ADAM15,ENST00000587725 - RELCH,ENST00000478990 - KMT2E,ENST00000494961 - SH3KBP1,ENST00000467571 - GLB1,ENST00000389044 - TRIP12,ENST00000367194 - KISS1,ENST00000524439 - C11orf58,ENST00000258729 - IGF2BP3,ENST00000594664 - nan
ENST00000409272 - PREPL,ENST00000334223 - DNAJB14,,ENST00000625359 - ELF1,ENST00000392981 - XRN1,ENST00000614355 - TJP1,ENST00000314174 - LUZP1,ENST00000429383 - TBC1D5,ENST00000556813 - PSMC6,ENST00000480704 - PLOD2,ENST00000380058 - GTPBP10,ENST00000522655 - ZHX1,ENST00000484547 - RABGEF1
ENST00000464016 - PIK3R2,ENST00000372419 - PRPS1,,ENST00000589550 - PIK3C3,ENST00000581757 - EPB41L3,ENST00000422759 - COG6,ENST00000438490 - RALGAPB,ENST00000462539 - SREBF2,ENST00000563781 - HERPUD1,ENST00000235790 - KDM5B,ENST00000377978 - COX7A2,ENST00000545484 - CCND1,ENST00000425542 - LGALS1
ENST00000403744 - PACSIN2,ENST00000548696 - PRICKLE1,,ENST00000429494 - SLC35F6,ENST00000617257 - ESF1,ENST00000581424 - TANC2,ENST00000340717 - RASEF,ENST00000546105 - MYO18A,ENST00000450863 - GOLGA4,ENST00000512333 - SEPTIN11,ENST00000492658 - BGN,ENST00000563579 - RPS15A,ENST00000374372 - GDF5
ENST00000496153 - BUD23,ENST00000420576 - GSPT1,,ENST00000523115 - RBPMS,ENST00000428959 - TRIP12,ENST00000577711 - GRB2,ENST00000486444 - NFKBIZ,ENST00000536859 - SERINC2,ENST00000534746 - RRAS2,ENST00000506587 - PGM3,ENST00000520077 - BNIP3L,ENST00000637953 - STXBP1,ENST00000563830 - SNAP23
ENST00000553891 - ZFYVE1,ENST00000555017 - SEC23A,,ENST00000440613 - CDC123,ENST00000559234 - ZHX3,ENST00000527469 - CAPN1,ENST00000545405 - FADS1,ENST00000258729 - IGF2BP3,ENST00000438277 - UGGT1,ENST00000395603 - ATRX,ENST00000599214 - PSG5,ENST00000529447 - ZDHHC5,ENST00000310351 - CCDC14
ENST00000489128 - MOXD1,ENST00000367444 - RO60,,ENST00000540535 - DIABLO,ENST00000504143 - FER,ENST00000543464 - CPD,ENST00000495700 - PLOD2,ENST00000342951 - PSG5,ENST00000347982 - NSD1,ENST00000543464 - CPD,ENST00000567262 - RBMX,ENST00000551468 - DDX23,ENST00000471046 - LAMP1
ENST00000507996 - KDM3B,ENST00000233892 - MOB4,,ENST00000371121 - SMARCA1,ENST00000374820 - PIGU,ENST00000558029 - MFGE8,ENST00000574215 - NEK10,ENST00000483671 - RFTN1,ENST00000403681 - HMGA2,ENST00000489041 - MTHFD2,ENST00000424703 - FSTL1,ENST00000624957 - GPS1,ENST00000601720 - DPP9
ENST00000502401 - SEPTIN11,ENST00000489316 - NT5DC2,,ENST00000611659 - TPM3,ENST00000615513 - CDKN1A,ENST00000493254 - CYSLTR1,ENST00000409833 - ATF2,ENST00000371848 - WDR44,ENST00000575068 - NSF,ENST00000525469 - CD44,ENST00000359415 - ARCN1,ENST00000429550 - BCAP31,ENST00000614998 - PER3
ENST00000533799 - DPP3,ENST00000589823 - VMP1,,ENST00000540482 - SLC12A9,ENST00000265277 - SHOC2,ENST00000471098 - TBC1D23,ENST00000426362 - TXNL4B,ENST00000282673 - LIPA,ENST00000637234 - SLC9A6,ENST00000492627 - CD81,ENST00000432467 - NSDHL,ENST00000555339 - PSMC6,ENST00000261434 - LIAS
ENST00000417960 - ECT2,ENST00000539256 - PLEKHA5,,ENST00000396209 - MGST1,ENST00000476143 - TMCO1,ENST00000373982 - ZMYM3,ENST00000376723 - UGGT1,ENST00000430368 - TCTN3,ENST00000264183 - ARID4B,ENST00000511496 - LIMCH1,ENST00000506587 - PGM3,ENST00000409106 - SLC35F5,ENST00000472624 - TXNDC12
ENST00000542215 - DDX3X,ENST00000589550 - PIK3C3,,ENST00000444122 - RAMACL,ENST00000476936 - CAPZA1,ENST00000491388 - ALCAM,ENST00000457023 - CAPN7,ENST00000503010 - TMED7,ENST00000527809 - RGS4,ENST00000522656 - SLC7A2,ENST00000526492 - ADM,ENST00000542554 - PRRG1,ENST00000496046 - MAP2K3
ENST00000537006 - ENC1,ENST00000552132 - ERGIC2,,ENST00000520739 - LEPROTL1,ENST00000558285 - USP3,ENST00000369125 - HACE1,ENST00000569454 - CDH13,ENST00000567738 - AMFR,ENST00000359079 - SGMS2,ENST00000392544 - ATF2,ENST00000379237 - USP6NL,ENST00000460903 - YIPF3,ENST00000525697 - SBF2
ENST00000421126 - AP1B1,ENST00000496172 - ERGIC3,,ENST00000463839 - ITM2B,ENST00000466397 - RPL29,ENST00000405585 - STK25,ENST00000565803 - CHD9,ENST00000542507 - YTHDF2,ENST00000504273 - SNX25,ENST00000479257 - CALU,ENST00000638046 - ATP6AP2,ENST00000558485 - NEO1,ENST00000472139 - PSEN2
ENST00000382927 - ME2,ENST00000457519 - PILRB,,ENST00000505278 - PLXNA1,ENST00000481557 - IDH1,ENST00000488834 - SSR1,ENST00000409606 - R3HDM1,ENST00000469615 - PPCS,ENST00000539925 - LTBR,ENST00000441406 - WSB2,ENST00000519380 - RDH10,ENST00000551369 - RBMS2,ENST00000534762 - BCLAF1
ENST00000347486 - SUPT6H,ENST00000504924 - ARL15,,ENST00000435848 - FIS1,ENST00000463959 - MTR,ENST00000547140 - DUSP6,ENST00000511297 - ERBIN,ENST00000491682 - ABHD12,ENST00000520973 - TACC1,ENST00000454389 - SLC4A7,ENST00000339907 - ZNF292,ENST00000477274 - IRAK1,ENST00000283256 - SCN2A
ENST00000554218 - ARMH4,ENST00000441880 - nan,,ENST00000506357 - SGCB,ENST00000540166 - DDB1,ENST00000591230 - ZNF532,ENST00000483060 - SGIP1,ENST00000613627 - BSG,ENST00000427324 - YME1L1,ENST00000424425 - BLTP1,ENST00000521536 - AZIN1,ENST00000441228 - SACM1L,ENST00000263556 - P4HA1
ENST00000592683 - TUBB6,ENST00000444166 - COMMD1,,ENST00000284414 - LRRC37A6P,ENST00000454592 - PHTF2,ENST00000513710 - WDR36,ENST00000446033 - SAMD9L,ENST00000454011 - RHOA,ENST00000377727 - H4C8,ENST00000469774 - GLS,ENST00000539539 - CCAR1,ENST00000457377 - SLC4A7,ENST00000540933 - GANAB
ENST00000582665 - NDEL1,ENST00000471632 - TMEM87B,,ENST00000396050 - EDA2R,ENST00000259119 - SKIL,ENST00000423035 - PGAP1,ENST00000274327 - TRIM23,ENST00000633125 - PLPP2,ENST00000579039 - NCOA4,ENST00000475409 - EIF4A2,ENST00000474715 - YWHAQ,ENST00000463427 - TMEM87B,ENST00000600719 - RAB11B
ENST00000470772 - IMPDH1,ENST00000629385 - ABCC4,,ENST00000628224 - DCTN1,ENST00000434466 - RALA,ENST00000558655 - ZEB1,ENST00000519674 - TRPS1,ENST00000447184 - PRDX1,ENST00000520867 - CPEB4,ENST00000375972 - YME1L1,ENST00000541285 - ALKBH5,ENST00000571254 - EPN2,ENST00000573725 - PRPF8
ENST00000424234 - ACTN4,ENST00000570206 - SALL1,,ENST00000462951 - S100A6,ENST00000518306 - ASPH,ENST00000461872 - SYNE1,ENST00000382034 - missing,ENST00000590770 - ACLY,ENST00000394001 - KRT34,ENST00000532462 - PYGL,ENST00000431330 - HARS1,ENST00000563732 - PPP4C,ENST00000265087 - STC2
ENST00000498626 - CAPZA1,ENST00000371121 - SMARCA1,,ENST00000602589 - ROBO2,ENST00000560947 - EMC4,ENST00000618772 - RBM15,ENST00000395912 - RRM2B,ENST00000335110 - FAT4,ENST00000439274 - APP,ENST00000427324 - YME1L1,ENST00000289290 - PLS3,ENST00000502401 - SEPTIN11,ENST00000517962 - SORBS3
ENST00000531206 - CDC27,ENST00000506474 - WDR41,,ENST00000515658 - COL4A5,ENST00000380250 - missing,ENST00000395127 - EIF2AK2,ENST00000621814 - CCDC88A,ENST00000453092 - GTF2IP4,ENST00000513834 - WWC2,ENST00000559925 - IGF1R,ENST00000555634 - SHMT2,ENST00000395711 - SDAD1,ENST00000493452 - FLNB
ENST00000367173 - NFASC,ENST00000528439 - RPS3,,ENST00000439637 - ADAM10,ENST00000511717 - SPINK9,ENST00000559193 - SPG11,ENST00000524248 - LARP1,ENST00000354497 - RTN3,ENST00000458161 - MEST,ENST00000377727 - H4C8,ENST00000315274 - MMP1,ENST00000474715 - YWHAQ,ENST00000622098 - CDK16
ENST00000477127 - CCNL1,ENST00000588661 - NARS1,,ENST00000374893 - ECE1,ENST00000468822 - SRRM1,ENST00000513737 - ITGA1,ENST00000539999 - FADS1,ENST00000555339 - PSMC6,ENST00000441228 - SACM1L,ENST00000567738 - AMFR,ENST00000392201 - COX6B1,ENST00000440354 - RIN2,ENST00000635193 - COL11A1
ENST00000401075 - nan,ENST00000454579 - ITPRID2,,ENST00000621204 - SLC30A5,ENST00000470654 - ITPRID2,ENST00000380716 - PSIP1,ENST00000469265 - missing,ENST00000446668 - MANF,ENST00000235790 - KDM5B,ENST00000347699 - MAP4K4,ENST00000616552 - MCM3,ENST00000498603 - SEC61B,ENST00000617074 - HSPA4
ENST00000490032 - HMGN1,ENST00000580888 - missing,,ENST00000393929 - CCNG1,ENST00000497355 - FOXP1,ENST00000379010 - REXO1L1P,ENST00000558265 - EIF5,ENST00000412064 - POR,ENST00000515006 - COPB2,ENST00000376839 - ACTN1,ENST00000573725 - PRPF8,ENST00000574770 - EDC4,ENST00000621204 - SLC30A5
ENST00000299502 - SERPINB2,ENST00000546705 - CORO1C,,ENST00000522566 - FZD6,ENST00000481057 - CBX3,ENST00000424645 - NCSTN,ENST00000589533 - ABCA8,ENST00000602061 - SYMPK,ENST00000519571 - GALNT10,ENST00000523768 - TNPO1,ENST00000587280 - HSD17B1,ENST00000394949 - SIN3A,ENST00000577650 - SLC16A3
ENST00000367214 - ZC3H11A,ENST00000545763 - MGA,,ENST00000505186 - TNIP2,ENST00000552121 - C12orf29,ENST00000434254 - nan,ENST00000469141 - THRAP3,ENST00000567958 - PSMD7,ENST00000559925 - IGF1R,ENST00000347982 - NSD1,ENST00000444166 - COMMD1,ENST00000504952 - DCK,ENST00000592338 - CNN1
ENST00000434466 - RALA,ENST00000518243 - PPP2CB,,ENST00000634652 - DOCK7,ENST00000589866 - RNMT,ENST00000593513 - AXL,ENST00000464383 - NOL9,ENST00000547837 - SPRYD3,ENST00000519380 - RDH10,ENST00000599892 - PLAUR,ENST00000502962 - WDR1,ENST00000402502 - missing,ENST00000601358 - TIMM50
