Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of response to cytokine stimulus (GO:0060760)	1/15	0.025207321878441238	0.07708905844306367	0	0	43.18614718614719	158.95183056590525	WNT5A
neurotrophin TRK receptor signaling pathway (GO:0048011)	1/15	0.025207321878441238	0.07708905844306367	0	0	43.18614718614719	158.95183056590525	BDNF
detection of mechanical stimulus involved in sensory perception (GO:0050974)	1/15	0.025207321878441238	0.07708905844306367	0	0	43.18614718614719	158.95183056590525	COL11A1
regulation of neuron projection arborization (GO:0150011)	1/15	0.025207321878441238	0.07708905844306367	0	0	43.18614718614719	158.95183056590525	WNT5A
negative regulation of cell population proliferation (GO:0008285)	3/379	0.026179057430642142	0.07882425784739121	0	0	5.0420384351407	18.367115036114708	GREM1;WNT5A;TBX5
positive regulation of alpha-beta T cell proliferation (GO:0046641)	1/16	0.02686570725940496	0.07882425784739121	0	0	40.3050505050505	145.77952373263088	TNFSF4
regulation of systemic arterial blood pressure by hormone (GO:0001990)	1/16	0.02686570725940496	0.07882425784739121	0	0	40.3050505050505	145.77952373263088	OXTR
body fluid secretion (GO:0007589)	1/16	0.02686570725940496	0.07882425784739121	0	0	40.3050505050505	145.77952373263088	OXTR
positive regulation of immunoglobulin mediated immune response (GO:0002891)	1/16	0.02686570725940496	0.07882425784739121	0	0	40.3050505050505	145.77952373263088	TNFSF4
positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081)	1/16	0.02686570725940496	0.07882425784739121	0	0	40.3050505050505	145.77952373263088	WNT5A
regulation of interleukin-13 production (GO:0032656)	1/16	0.02686570725940496	0.07882425784739121	0	0	40.3050505050505	145.77952373263088	TNFSF4
positive regulation of vasoconstriction (GO:0045907)	1/16	0.02686570725940496	0.07882425784739121	0	0	40.3050505050505	145.77952373263088	OXTR
positive regulation of macromolecule metabolic process (GO:0010604)	3/384	0.02707639393707107	0.07904119038195494	0	0	4.974599949199899	17.953793870044787	FGF5;GREM1;WNT5A
negative regulation of interleukin-10 production (GO:0032693)	1/17	0.028521354338754766	0.08000333304997896	0	0	37.78409090909091	134.401872793062	PDCD1LG2
regulation of cell killing (GO:0031341)	1/17	0.028521354338754766	0.08000333304997896	0	0	37.78409090909091	134.401872793062	WNT5A
cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	1/17	0.028521354338754766	0.08000333304997896	0	0	37.78409090909091	134.401872793062	TBX5
positive regulation of macrophage activation (GO:0043032)	1/17	0.028521354338754766	0.08000333304997896	0	0	37.78409090909091	134.401872793062	WNT5A
positive regulation of stem cell differentiation (GO:2000738)	1/17	0.028521354338754766	0.08000333304997896	0	0	37.78409090909091	134.401872793062	TBX5
regulation of osteoblast proliferation (GO:0033688)	1/17	0.028521354338754766	0.08000333304997896	0	0	37.78409090909091	134.401872793062	GREM1
regulation of cell differentiation (GO:0045595)	2/156	0.02880916137800938	0.08000333304997896	0	0	8.040584415584416	28.520450143948814	GREM1;BDNF
cellular response to growth factor stimulus (GO:0071363)	2/158	0.029492956554222155	0.08000333304997896	0	0	7.936698717948718	27.965781801846404	WNT5A;ADAMTS12
skeletal system development (GO:0001501)	2/158	0.029492956554222155	0.08000333304997896	0	0	7.936698717948718	27.965781801846404	WNT5A;TNFRSF11B
positive regulation of cartilage development (GO:0061036)	1/18	0.030174267482518016	0.08000333304997896	0	0	35.559714795008915	124.48623298308226	LOXL2
G protein-coupled acetylcholine receptor signaling pathway (GO:0007213)	1/18	0.030174267482518016	0.08000333304997896	0	0	35.559714795008915	124.48623298308226	CHRM2
regulation of adaptive immune response (GO:0002819)	1/18	0.030174267482518016	0.08000333304997896	0	0	35.559714795008915	124.48623298308226	TNFSF4
glycoprotein catabolic process (GO:0006516)	1/18	0.030174267482518016	0.08000333304997896	0	0	35.559714795008915	124.48623298308226	ADAMTS12
positive regulation of interleukin-4 production (GO:0032753)	1/18	0.030174267482518016	0.08000333304997896	0	0	35.559714795008915	124.48623298308226	TNFSF4
hyaluronan catabolic process (GO:0030214)	1/18	0.030174267482518016	0.08000333304997896	0	0	35.559714795008915	124.48623298308226	CEMIP
cell migration involved in sprouting angiogenesis (GO:0002042)	1/18	0.030174267482518016	0.08000333304997896	0	0	35.559714795008915	124.48623298308226	GREM1
positive regulation of lymphocyte chemotaxis (GO:0140131)	1/18	0.030174267482518016	0.08000333304997896	0	0	35.559714795008915	124.48623298308226	WNT5A
regulation of membrane depolarization (GO:0003254)	1/18	0.030174267482518016	0.08000333304997896	0	0	35.559714795008915	124.48623298308226	TBX5
presynapse assembly (GO:0099054)	1/18	0.030174267482518016	0.08000333304997896	0	0	35.559714795008915	124.48623298308226	WNT5A
endothelial cell proliferation (GO:0001935)	1/18	0.030174267482518016	0.08000333304997896	0	0	35.559714795008915	124.48623298308226	LOXL2
regulation of cell migration (GO:0030334)	3/408	0.031612795498082505	0.08204300828372306	0	0	4.674074074074074	16.145155441618527	FGF5;CEMIP;TBX5
regulation of stem cell population maintenance (GO:2000036)	1/19	0.031824451052594106	0.08204300828372306	0	0	33.582491582491585	115.77632426352072	LOXL2
regulation of T cell cytokine production (GO:0002724)	1/19	0.031824451052594106	0.08204300828372306	0	0	33.582491582491585	115.77632426352072	TNFSF4
positive regulation of leukocyte activation (GO:0002696)	1/19	0.031824451052594106	0.08204300828372306	0	0	33.582491582491585	115.77632426352072	WNT5A
negative regulation of striated muscle cell differentiation (GO:0051154)	1/19	0.031824451052594106	0.08204300828372306	0	0	33.582491582491585	115.77632426352072	BDNF
negative regulation of canonical Wnt signaling pathway (GO:0090090)	2/165	0.031937157203871434	0.08204300828372306	0	0	7.593174846625767	26.15078137075056	GREM1;WNT5A
regulation of neuron projection development (GO:0010975)	2/165	0.031937157203871434	0.08204300828372306	0	0	7.593174846625767	26.15078137075056	BDNF;WNT5A
positive regulation of alpha-beta T cell activation (GO:0046635)	1/20	0.033471909401101146	0.08411636362537593	0	0	31.8133971291866	108.07165990908112	TNFSF4
regulation of smooth muscle contraction (GO:0006940)	1/20	0.033471909401101146	0.08411636362537593	0	0	31.8133971291866	108.07165990908112	CHRM2
eye morphogenesis (GO:0048592)	1/20	0.033471909401101146	0.08411636362537593	0	0	31.8133971291866	108.07165990908112	FBN2
cardiac ventricle development (GO:0003231)	1/20	0.033471909401101146	0.08411636362537593	0	0	31.8133971291866	108.07165990908112	TBX5
negative regulation of osteoclast differentiation (GO:0045671)	1/20	0.033471909401101146	0.08411636362537593	0	0	31.8133971291866	108.07165990908112	LRRC17
acetylcholine receptor signaling pathway (GO:0095500)	1/21	0.035116646880288954	0.0860060249864704	0	0	30.221212121212123	101.21325681429822	CHRM2
regulation of cardiac muscle cell proliferation (GO:0060043)	1/21	0.035116646880288954	0.0860060249864704	0	0	30.221212121212123	101.21325681429822	TBX5
sensory perception of pain (GO:0019233)	1/21	0.035116646880288954	0.0860060249864704	0	0	30.221212121212123	101.21325681429822	SCN9A
neurotrophin signaling pathway (GO:0038179)	1/21	0.035116646880288954	0.0860060249864704	0	0	30.221212121212123	101.21325681429822	BDNF
positive regulation of T cell cytokine production (GO:0002726)	1/21	0.035116646880288954	0.0860060249864704	0	0	30.221212121212123	101.21325681429822	TNFSF4
poly(A)+ mRNA export from nucleus (GO:0016973)	1/21	0.035116646880288954	0.0860060249864704	0	0	30.221212121212123	101.21325681429822	ZC3H11A
negative regulation of biomineral tissue development (GO:0070168)	1/22	0.03675866784401453	0.08815979258854936	0	0	28.78066378066378	95.0735042734142	GREM1
regulation of response to cytokine stimulus (GO:0060759)	1/22	0.03675866784401453	0.08815979258854936	0	0	28.78066378066378	95.0735042734142	WNT5A
cellular response to nerve growth factor stimulus (GO:1990090)	1/22	0.03675866784401453	0.08815979258854936	0	0	28.78066378066378	95.0735042734142	BDNF
limb morphogenesis (GO:0035108)	1/22	0.03675866784401453	0.08815979258854936	0	0	28.78066378066378	95.0735042734142	TBX5
neuronal action potential (GO:0019228)	1/22	0.03675866784401453	0.08815979258854936	0	0	28.78066378066378	95.0735042734142	SCN9A
negative regulation of cytokine production (GO:0001818)	2/182	0.03819210204030162	0.08949205841837768	0	0	6.870138888888889	22.4318728032299	TNFSF4;PDCD1LG2
blood vessel endothelial cell migration (GO:0043534)	1/23	0.038397976622418103	0.08949205841837768	0	0	27.47107438016529	89.54884880069255	GREM1
response to copper ion (GO:0046688)	1/23	0.038397976622418103	0.08949205841837768	0	0	27.47107438016529	89.54884880069255	LOXL2
hyaluronan metabolic process (GO:0030212)	1/23	0.038397976622418103	0.08949205841837768	0	0	27.47107438016529	89.54884880069255	CEMIP
positive regulation of protein autophosphorylation (GO:0031954)	1/23	0.038397976622418103	0.08949205841837768	0	0	27.47107438016529	89.54884880069255	GREM1
regulation of interleukin-4 production (GO:0032673)	1/23	0.038397976622418103	0.08949205841837768	0	0	27.47107438016529	89.54884880069255	TNFSF4
positive regulation of receptor internalization (GO:0002092)	1/23	0.038397976622418103	0.08949205841837768	0	0	27.47107438016529	89.54884880069255	GREM1
regulation of cell population proliferation (GO:0042127)	4/764	0.03953253997520646	0.09003885536182814	0	0	3.369473684210526	10.885526641188873	FGF5;GREM1;TNFSF4;TBX5
nervous system development (GO:0007399)	3/447	0.039788220121230795	0.09003885536182814	0	0	4.2550130775937225	13.718946732769183	CHRM2;FGF5;BDNF
cardiac muscle cell development (GO:0055013)	1/24	0.04003457755707583	0.09003885536182814	0	0	26.27536231884058	84.55442492330164	ALPK2
cardiac muscle cell differentiation (GO:0055007)	1/24	0.04003457755707583	0.09003885536182814	0	0	26.27536231884058	84.55442492330164	ALPK2
regulation of cytokine production involved in immune response (GO:0002718)	1/24	0.04003457755707583	0.09003885536182814	0	0	26.27536231884058	84.55442492330164	WNT5A
negative regulation of ossification (GO:0030279)	1/24	0.04003457755707583	0.09003885536182814	0	0	26.27536231884058	84.55442492330164	GREM1
positive regulation of protein targeting to membrane (GO:0090314)	1/24	0.04003457755707583	0.09003885536182814	0	0	26.27536231884058	84.55442492330164	CEMIP
mammary gland development (GO:0030879)	1/24	0.04003457755707583	0.09003885536182814	0	0	26.27536231884058	84.55442492330164	OXTR
dorsal/ventral pattern formation (GO:0009953)	1/24	0.04003457755707583	0.09003885536182814	0	0	26.27536231884058	84.55442492330164	GREM1
positive regulation of peptidyl-threonine phosphorylation (GO:0010800)	1/25	0.041668474974439	0.09192510891307534	0	0	25.17929292929293	80.0200555972378	CEMIP
positive regulation of T cell migration (GO:2000406)	1/25	0.041668474974439	0.09192510891307534	0	0	25.17929292929293	80.0200555972378	WNT5A
regulation of myotube differentiation (GO:0010830)	1/25	0.041668474974439	0.09192510891307534	0	0	25.17929292929293	80.0200555972378	BDNF
ventricular cardiac muscle tissue development (GO:0003229)	1/25	0.041668474974439	0.09192510891307534	0	0	25.17929292929293	80.0200555972378	TBX5
peripheral nervous system development (GO:0007422)	1/25	0.041668474974439	0.09192510891307534	0	0	25.17929292929293	80.0200555972378	BDNF
regulation of regulatory T cell differentiation (GO:0045589)	1/26	0.043299673200093314	0.09408725981072909	0	0	24.170909090909092	75.88723251587066	TNFSF4
regulation of synapse organization (GO:0050807)	1/26	0.043299673200093314	0.09408725981072909	0	0	24.170909090909092	75.88723251587066	WNT5A
membrane depolarization during action potential (GO:0086010)	1/26	0.043299673200093314	0.09408725981072909	0	0	24.170909090909092	75.88723251587066	SCN9A
regulation of monocyte chemotaxis (GO:0090025)	1/26	0.043299673200093314	0.09408725981072909	0	0	24.170909090909092	75.88723251587066	GREM1
negative regulation of nucleic acid-templated transcription (GO:1903507)	3/464	0.043659595862322244	0.0945140314922182	0	0	4.094535022041844	12.821349294581305	TNFSF4;WNT5A;LOXL2
acute inflammatory response (GO:0002526)	1/27	0.0449281765490304	0.09582467175402055	0	0	23.24009324009324	72.10680817166444	TNFSF4
positive regulation of calcium ion transmembrane transport (GO:1904427)	1/27	0.0449281765490304	0.09582467175402055	0	0	23.24009324009324	72.10680817166444	CEMIP
camera-type eye development (GO:0043010)	1/27	0.0449281765490304	0.09582467175402055	0	0	23.24009324009324	72.10680817166444	FBN2
positive regulation of striated muscle cell differentiation (GO:0051155)	1/27	0.0449281765490304	0.09582467175402055	0	0	23.24009324009324	72.10680817166444	GREM1
axon guidance (GO:0007411)	2/203	0.046507520466764436	0.09610073512635488	0	0	6.145833333333333	18.856284759465254	BDNF;WNT5A
positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway (GO:0051482)	1/28	0.04655398933456637	0.09610073512635488	0	0	22.378226711560046	68.63721198820747	F2RL2
regulation of B cell activation (GO:0050864)	1/28	0.04655398933456637	0.09610073512635488	0	0	22.378226711560046	68.63721198820747	TNFSF4
positive regulation of fibroblast proliferation (GO:0048146)	1/28	0.04655398933456637	0.09610073512635488	0	0	22.378226711560046	68.63721198820747	WNT5A
internal peptidyl-lysine acetylation (GO:0018393)	1/28	0.04655398933456637	0.09610073512635488	0	0	22.378226711560046	68.63721198820747	CPA4
regulation of immunoglobulin production (GO:0002637)	1/28	0.04655398933456637	0.09610073512635488	0	0	22.378226711560046	68.63721198820747	TNFSF4
positive regulation of synapse assembly (GO:0051965)	1/28	0.04655398933456637	0.09610073512635488	0	0	22.378226711560046	68.63721198820747	BDNF
regulation of muscle contraction (GO:0006937)	1/28	0.04655398933456637	0.09610073512635488	0	0	22.378226711560046	68.63721198820747	CHRM2
regulation of postsynapse organization (GO:0099175)	1/28	0.04655398933456637	0.09610073512635488	0	0	22.378226711560046	68.63721198820747	WNT5A
positive regulation of gene expression (GO:0010628)	3/482	0.04795924660105168	0.09702568977633666	0	0	3.9370327968213346	11.958357818134179	FGF5;TNFSF4;WNT5A
cellular response to cytokine stimulus (GO:0071345)	3/482	0.04795924660105168	0.09702568977633666	0	0	3.9370327968213346	11.958357818134179	MMP1;WNT5A;ADAMTS12
regulation of protein targeting to membrane (GO:0090313)	1/29	0.048177115857800386	0.09702568977633666	0	0	21.57792207792208	65.4430572478459	CEMIP
negative regulation of epithelial to mesenchymal transition (GO:0010719)	1/29	0.048177115857800386	0.09702568977633666	0	0	21.57792207792208	65.4430572478459	TBX5
glycolytic process (GO:0006096)	1/29	0.048177115857800386	0.09702568977633666	0	0	21.57792207792208	65.4430572478459	PGAM4
negative regulation of myeloid leukocyte differentiation (GO:0002762)	1/29	0.048177115857800386	0.09702568977633666	0	0	21.57792207792208	65.4430572478459	LRRC17
limb development (GO:0060173)	1/29	0.048177115857800386	0.09702568977633666	0	0	21.57792207792208	65.4430572478459	GREM1
negative regulation of apoptotic process (GO:0043066)	3/485	0.04869572025939532	0.09772960524281424	0	0	3.91192611430866	11.822482791415542	GREM1;BDNF;WNT5A
regulation of type I interferon-mediated signaling pathway (GO:0060338)	1/30	0.04979756042328947	0.0989106182978052	0	0	20.832810867293627	62.494042787714754	WNT5A
regulation of vasoconstriction (GO:0019229)	1/30	0.04979756042328947	0.0989106182978052	0	0	20.832810867293627	62.494042787714754	OXTR
regulation of macrophage activation (GO:0043030)	1/30	0.04979756042328947	0.0989106182978052	0	0	20.832810867293627	62.494042787714754	WNT5A
activation of protein kinase B activity (GO:0032148)	1/31	0.051415327328444255	0.10039884863459722	0	0	20.13737373737374	59.76407945997836	WNT5A
proteoglycan biosynthetic process (GO:0030166)	1/31	0.051415327328444255	0.10039884863459722	0	0	20.13737373737374	59.76407945997836	FOXL1
regulation of cellular component size (GO:0032535)	1/31	0.051415327328444255	0.10039884863459722	0	0	20.13737373737374	59.76407945997836	RAB3B
negative regulation of osteoblast differentiation (GO:0045668)	1/31	0.051415327328444255	0.10039884863459722	0	0	20.13737373737374	59.76407945997836	GREM1
positive regulation of Rho protein signal transduction (GO:0035025)	1/31	0.051415327328444255	0.10039884863459722	0	0	20.13737373737374	59.76407945997836	F2RL2
activation of phospholipase C activity (GO:0007202)	1/32	0.05303042084188405	0.1014953087636059	0	0	19.486803519061585	57.23058965591193	BDNF
regulation of cellular biosynthetic process (GO:0031326)	1/32	0.05303042084188405	0.1014953087636059	0	0	19.486803519061585	57.23058965591193	STC2
positive regulation of immune effector process (GO:0002699)	1/32	0.05303042084188405	0.1014953087636059	0	0	19.486803519061585	57.23058965591193	TNFSF4
positive regulation of interleukin-10 production (GO:0032733)	1/32	0.05303042084188405	0.1014953087636059	0	0	19.486803519061585	57.23058965591193	TNFSF4
membrane depolarization (GO:0051899)	1/32	0.05303042084188405	0.1014953087636059	0	0	19.486803519061585	57.23058965591193	SCN9A
endodermal cell differentiation (GO:0035987)	1/32	0.05303042084188405	0.1014953087636059	0	0	19.486803519061585	57.23058965591193	COL11A1
signal transduction by p53 class mediator (GO:0072331)	1/33	0.05464284526670249	0.10321426328154915	0	0	18.876893939393938	54.873941288604264	GREM1
regulation of interleukin-17 production (GO:0032660)	1/33	0.05464284526670249	0.10321426328154915	0	0	18.876893939393938	54.873941288604264	TNFSF4
muscle cell development (GO:0055001)	1/33	0.05464284526670249	0.10321426328154915	0	0	18.876893939393938	54.873941288604264	ALPK2
regulation of protein localization to cell surface (GO:2000008)	1/33	0.05464284526670249	0.10321426328154915	0	0	18.876893939393938	54.873941288604264	BDNF
positive regulation of calcium ion transport into cytosol (GO:0010524)	1/34	0.05625260484794023	0.1045466418074259	0	0	18.30394857667585	52.67698724967126	CEMIP
regulation of activated T cell proliferation (GO:0046006)	1/34	0.05625260484794023	0.1045466418074259	0	0	18.30394857667585	52.67698724967126	PDCD1LG2
positive regulation of interleukin-12 production (GO:0032735)	1/34	0.05625260484794023	0.1045466418074259	0	0	18.30394857667585	52.67698724967126	TNFSF4
positive regulation of release of sequestered calcium ion into cytosol (GO:0051281)	1/34	0.05625260484794023	0.1045466418074259	0	0	18.30394857667585	52.67698724967126	CEMIP
positive regulation of telomerase activity (GO:0051973)	1/34	0.05625260484794023	0.1045466418074259	0	0	18.30394857667585	52.67698724967126	GREM1
regulation of trans-synaptic signaling (GO:0099177)	1/35	0.05785970388450594	0.10478742909693683	0	0	17.764705882352942	50.624688080382775	BDNF
positive regulation of immunoglobulin production (GO:0002639)	1/35	0.05785970388450594	0.10478742909693683	0	0	17.764705882352942	50.624688080382775	TNFSF4
positive regulation of lymphocyte activation (GO:0051251)	1/35	0.05785970388450594	0.10478742909693683	0	0	17.764705882352942	50.624688080382775	TNFSF4
negative regulation of T cell proliferation (GO:0042130)	1/35	0.05785970388450594	0.10478742909693683	0	0	17.764705882352942	50.624688080382775	PDCD1LG2
positive regulation of reproductive process (GO:2000243)	1/35	0.05785970388450594	0.10478742909693683	0	0	17.764705882352942	50.624688080382775	PGAM4
embryonic skeletal system development (GO:0048706)	1/35	0.05785970388450594	0.10478742909693683	0	0	17.764705882352942	50.624688080382775	WNT5A
regulation of receptor internalization (GO:0002090)	1/36	0.05946414661556277	0.10478742909693683	0	0	17.256277056277057	48.70380102145059	GREM1
positive regulation of bone mineralization (GO:0030501)	1/36	0.05946414661556277	0.10478742909693683	0	0	17.256277056277057	48.70380102145059	FBN2
positive regulation of cytokine-mediated signaling pathway (GO:0001961)	1/36	0.05946414661556277	0.10478742909693683	0	0	17.256277056277057	48.70380102145059	WNT5A
negative regulation of fat cell differentiation (GO:0045599)	1/36	0.05946414661556277	0.10478742909693683	0	0	17.256277056277057	48.70380102145059	WNT5A
positive regulation of innate immune response (GO:0045089)	1/36	0.05946414661556277	0.10478742909693683	0	0	17.256277056277057	48.70380102145059	WNT5A
positive regulation of T cell mediated immunity (GO:0002711)	1/36	0.05946414661556277	0.10478742909693683	0	0	17.256277056277057	48.70380102145059	TNFSF4
Wnt signaling pathway, calcium modulating pathway (GO:0007223)	1/36	0.05946414661556277	0.10478742909693683	0	0	17.256277056277057	48.70380102145059	WNT5A
regulation of ossification (GO:0030278)	1/36	0.05946414661556277	0.10478742909693683	0	0	17.256277056277057	48.70380102145059	WNT5A
regulation of osteoclast differentiation (GO:0045670)	1/36	0.05946414661556277	0.10478742909693683	0	0	17.256277056277057	48.70380102145059	LRRC17
embryonic limb morphogenesis (GO:0030326)	1/36	0.05946414661556277	0.10478742909693683	0	0	17.256277056277057	48.70380102145059	TBX5
endoderm formation (GO:0001706)	1/36	0.05946414661556277	0.10478742909693683	0	0	17.256277056277057	48.70380102145059	COL11A1
positive regulation of signaling receptor activity (GO:2000273)	1/37	0.061065937308456206	0.10728301448111759	0	0	16.776094276094277	46.90262214500739	GREM1
axonogenesis (GO:0007409)	2/240	0.0625914898065732	0.10877001907451145	0	0	5.180672268907563	14.356295392341954	BDNF;WNT5A
regulation of apoptotic signaling pathway (GO:2001233)	1/38	0.06266508019344691	0.10877001907451145	0	0	16.321867321867323	45.21077142395581	BDNF
positive regulation of signaling (GO:0023056)	1/38	0.06266508019344691	0.10877001907451145	0	0	16.321867321867323	45.21077142395581	TBX5
ventricular septum development (GO:0003281)	1/38	0.06266508019344691	0.10877001907451145	0	0	16.321867321867323	45.21077142395581	TBX5
membrane organization (GO:0061024)	2/242	0.06350881692069411	0.1098911034611338	0	0	5.136979166666666	14.160476224309074	CHRM2;WNT5A
negative regulation of lymphocyte proliferation (GO:0050672)	1/39	0.06426157953263534	0.1098911034611338	0	0	15.891547049441787	43.619012587141874	PDCD1LG2
cellular response to ketone (GO:1901655)	1/39	0.06426157953263534	0.1098911034611338	0	0	15.891547049441787	43.619012587141874	TNFSF4
regulation of peptidyl-threonine phosphorylation (GO:0010799)	1/39	0.06426157953263534	0.1098911034611338	0	0	15.891547049441787	43.619012587141874	CEMIP
endothelial cell migration (GO:0043542)	1/39	0.06426157953263534	0.1098911034611338	0	0	15.891547049441787	43.619012587141874	LOXL2
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	3/547	0.06515561269441755	0.11109128064121931	0	0	3.455052182163188	9.435667451732765	TNFSF4;WNT5A;LOXL2
bone development (GO:0060348)	1/40	0.06585543955628825	0.11195424724569003	0	0	15.483294483294483	42.119101454344644	LRRC17
epithelial cell migration (GO:0010631)	1/41	0.06744666449296668	0.11332608161899635	0	0	15.095454545454546	40.703657605291774	LOXL2
positive regulation of biomineral tissue development (GO:0070169)	1/41	0.06744666449296668	0.11332608161899635	0	0	15.095454545454546	40.703657605291774	FBN2
carbohydrate catabolic process (GO:0016052)	1/41	0.06744666449296668	0.11332608161899635	0	0	15.095454545454546	40.703657605291774	PGAM4
keratinocyte differentiation (GO:0030216)	1/41	0.06744666449296668	0.11332608161899635	0	0	15.095454545454546	40.703657605291774	WNT5A
regulation of canonical Wnt signaling pathway (GO:0060828)	2/253	0.06863589848568583	0.11466200989520636	0	0	4.909113545816733	13.15121857856133	GREM1;WNT5A
positive regulation of epithelial to mesenchymal transition (GO:0010718)	1/42	0.0690352585528232	0.11466200989520636	0	0	14.726533628972653	39.36605534679617	LOXL2
skeletal system morphogenesis (GO:0048705)	1/42	0.0690352585528232	0.11466200989520636	0	0	14.726533628972653	39.36605534679617	FBN2
positive regulation of protein tyrosine kinase activity (GO:0061098)	1/42	0.0690352585528232	0.11466200989520636	0	0	14.726533628972653	39.36605534679617	BDNF
positive regulation of axonogenesis (GO:0050772)	1/43	0.07062122597102223	0.11530810342161256	0	0	14.375180375180376	38.10033066830352	BDNF
positive regulation of phospholipase C activity (GO:0010863)	1/43	0.07062122597102223	0.11530810342161256	0	0	14.375180375180376	38.10033066830352	BDNF
cellular response to retinoic acid (GO:0071300)	1/43	0.07062122597102223	0.11530810342161256	0	0	14.375180375180376	38.10033066830352	WNT5A
male gonad development (GO:0008584)	1/43	0.07062122597102223	0.11530810342161256	0	0	14.375180375180376	38.10033066830352	WNT5A
positive regulation of T cell differentiation (GO:0045582)	1/43	0.07062122597102223	0.11530810342161256	0	0	14.375180375180376	38.10033066830352	TNFSF4
development of primary male sexual characteristics (GO:0046546)	1/43	0.07062122597102223	0.11530810342161256	0	0	14.375180375180376	38.10033066830352	WNT5A
positive regulation of cell differentiation (GO:0045597)	2/258	0.07101096098513122	0.11561784633635451	0	0	4.81201171875	12.727391009736625	FBN2;LOXL2
positive regulation of osteoblast differentiation (GO:0045669)	1/44	0.0722045709465874	0.1165760949919763	0	0	14.04016913319239	36.90110155975086	FBN2
positive regulation of receptor-mediated endocytosis (GO:0048260)	1/44	0.0722045709465874	0.1165760949919763	0	0	14.04016913319239	36.90110155975086	GREM1
embryonic organ morphogenesis (GO:0048562)	1/44	0.0722045709465874	0.1165760949919763	0	0	14.04016913319239	36.90110155975086	FBN2
action potential (GO:0001508)	1/45	0.07378529768269645	0.11813823285484364	0	0	13.72038567493113	35.76349947727387	SCN9A
positive regulation of nervous system development (GO:0051962)	1/45	0.07378529768269645	0.11813823285484364	0	0	13.72038567493113	35.76349947727387	BDNF
negative regulation of T cell activation (GO:0050868)	1/45	0.07378529768269645	0.11813823285484364	0	0	13.72038567493113	35.76349947727387	PDCD1LG2
negative regulation of signal transduction (GO:0009968)	2/267	0.07535373221390577	0.11869223759488637	0	0	4.646462264150943	12.013715444206849	BDNF;ADAMTS12
establishment of protein localization to extracellular region (GO:0035592)	1/46	0.07536341037599187	0.11869223759488637	0	0	13.414814814814815	34.683110213712276	RAB3B
regulation of telomerase activity (GO:0051972)	1/46	0.07536341037599187	0.11869223759488637	0	0	13.414814814814815	34.683110213712276	GREM1
regulation of cellular protein localization (GO:1903827)	1/46	0.07536341037599187	0.11869223759488637	0	0	13.414814814814815	34.683110213712276	BDNF
regulation of fibroblast proliferation (GO:0048145)	1/46	0.07536341037599187	0.11869223759488637	0	0	13.414814814814815	34.683110213712276	WNT5A
positive regulation of response to stimulus (GO:0048584)	1/46	0.07536341037599187	0.11869223759488637	0	0	13.414814814814815	34.683110213712276	WNT5A
regulation of synapse assembly (GO:0051963)	1/47	0.07693891322048374	0.1205167800581019	0	0	13.122529644268775	33.655922697718275	BDNF
positive regulation of neuron death (GO:1901216)	1/47	0.07693891322048374	0.1205167800581019	0	0	13.122529644268775	33.655922697718275	WNT5A
cellular response to alcohol (GO:0097306)	1/48	0.07851181039259558	0.12264817947816282	0	0	12.842682140554482	32.6782845194062	TNFSF4
regulation of stress-activated MAPK cascade (GO:0032872)	1/49	0.080082106093531	0.12442864871521753	0	0	12.57449494949495	31.746863166533927	GREM1
aminoglycan biosynthetic process (GO:0006023)	1/49	0.080082106093531	0.12442864871521753	0	0	12.57449494949495	31.746863166533927	GALNT5
positive regulation of ion transport (GO:0043270)	1/50	0.0816498044624026	0.126524361874715	0	0	12.317254174397032	30.85861216573232	RAB3B
gonad development (GO:0008406)	1/51	0.08321490968036731	0.12792079200864973	0	0	12.07030303030303	30.010741376905646	WNT5A
sensory perception (GO:0007600)	1/51	0.08321490968036731	0.12792079200864973	0	0	12.07030303030303	30.010741376905646	SCN9A
regulation of interleukin-12 production (GO:0032655)	1/51	0.08321490968036731	0.12792079200864973	0	0	12.07030303030303	30.010741376905646	TNFSF4
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	1/52	0.08477742591890931	0.1286124729163506	0	0	11.833036244800951	29.200690909254362	CEMIP
negative regulation of BMP signaling pathway (GO:0030514)	1/52	0.08477742591890931	0.1286124729163506	0	0	11.833036244800951	29.200690909254362	GREM1
positive regulation of developmental growth (GO:0048639)	1/52	0.08477742591890931	0.1286124729163506	0	0	11.833036244800951	29.200690909254362	BDNF
regulation of exocytosis (GO:0017157)	1/52	0.08477742591890931	0.1286124729163506	0	0	11.833036244800951	29.200690909254362	RAB3B
plasma membrane bounded cell projection morphogenesis (GO:0120039)	1/52	0.08477742591890931	0.1286124729163506	0	0	11.833036244800951	29.200690909254362	BDNF
epidermal cell differentiation (GO:0009913)	1/53	0.08633735729569093	0.12995570967945144	0	0	11.604895104895105	28.42610813491069	WNT5A
