Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
abnormal long bone diaphysis morphology MP:0004214	1/24	0.04003457755707583	0.08862022993216785	0	0	26.27536231884058	84.55442492330164	COL11A1
abnormal malleus morphology MP:0000029	1/24	0.04003457755707583	0.08862022993216785	0	0	26.27536231884058	84.55442492330164	TNFRSF11B
decreased vertical activity MP:0002757	2/190	0.041285657460982346	0.08878889994553356	0	0	6.5751329787234045	20.95652759981773	COLEC10;BDNF
abnormal osteoblast morphology MP:0004986	1/25	0.041668474974439	0.08878889994553356	0	0	25.17929292929293	80.0200555972378	TNFRSF11B
increased angiogenesis MP:0005601	1/25	0.041668474974439	0.08878889994553356	0	0	25.17929292929293	80.0200555972378	ADAMTS12
increased chemical nociceptive threshold MP:0008531	1/25	0.041668474974439	0.08878889994553356	0	0	25.17929292929293	80.0200555972378	SCN9A
abnormal radius morphology MP:0000552	1/25	0.041668474974439	0.08878889994553356	0	0	25.17929292929293	80.0200555972378	FBN2
decreased primordial germ cell number MP:0008392	1/25	0.041668474974439	0.08878889994553356	0	0	25.17929292929293	80.0200555972378	WNT5A
decreased somite size MP:0011732	1/25	0.041668474974439	0.08878889994553356	0	0	25.17929292929293	80.0200555972378	WNT5A
lymph node hyperplasia MP:0008102	1/25	0.041668474974439	0.08878889994553356	0	0	25.17929292929293	80.0200555972378	PDCD1LG2
abnormal clavicle morphology MP:0005298	1/26	0.043299673200093314	0.09015822364950936	0	0	24.170909090909092	75.88723251587066	FBN2
abnormal cochlear ganglion morphology MP:0002855	1/26	0.043299673200093314	0.09015822364950936	0	0	24.170909090909092	75.88723251587066	BDNF
abnormal stomach mucosa morphology MP:0010792	1/26	0.043299673200093314	0.09015822364950936	0	0	24.170909090909092	75.88723251587066	FOXL1
decreased susceptibility to induced thrombosis MP:0031120	1/26	0.043299673200093314	0.09015822364950936	0	0	24.170909090909092	75.88723251587066	F2RL2
diaphragmatic hernia MP:0003924	1/26	0.043299673200093314	0.09015822364950936	0	0	24.170909090909092	75.88723251587066	LOX
abnormal middle ear morphology MP:0000049	1/27	0.0449281765490304	0.09312385684708119	0	0	23.24009324009324	72.10680817166444	TNFRSF11B
abnormal brain interneuron morphology MP:0004101	1/28	0.04655398933456637	0.09434941838472119	0	0	22.378226711560046	68.63721198820747	BDNF
abnormal parietal bone morphology MP:0000109	1/28	0.04655398933456637	0.09434941838472119	0	0	22.378226711560046	68.63721198820747	TNFRSF11B
abnormal ear morphology MP:0002102	1/28	0.04655398933456637	0.09434941838472119	0	0	22.378226711560046	68.63721198820747	FBN2
decreased pulmonary respiratory rate MP:0005574	1/28	0.04655398933456637	0.09434941838472119	0	0	22.378226711560046	68.63721198820747	BDNF
increased pro-B cell number MP:0008186	1/28	0.04655398933456637	0.09434941838472119	0	0	22.378226711560046	68.63721198820747	TNFRSF11B
abnormal heart tube morphology MP:0000270	1/29	0.048177115857800386	0.09635423171560077	0	0	21.57792207792208	65.4430572478459	TBX5
abnormal ulna morphology MP:0005108	1/29	0.048177115857800386	0.09635423171560077	0	0	21.57792207792208	65.4430572478459	FBN2
emphysema MP:0001958	1/29	0.048177115857800386	0.09635423171560077	0	0	21.57792207792208	65.4430572478459	LOX
abnormal muscle electrophysiology MP:0004145	1/30	0.04979756042328947	0.09787796359060344	0	0	20.832810867293627	62.494042787714754	FBN2
abnormal CD8-positive, alpha-beta T cell physiology MP:0004392	1/30	0.04979756042328947	0.09787796359060344	0	0	20.832810867293627	62.494042787714754	PDCD1LG2
abnormal skeleton physiology MP:0001533	1/30	0.04979756042328947	0.09787796359060344	0	0	20.832810867293627	62.494042787714754	TNFRSF11B
decreased susceptibility to autoimmune diabetes MP:0004804	1/30	0.04979756042328947	0.09787796359060344	0	0	20.832810867293627	62.494042787714754	TNFSF4
abnormal trigeminal nerve morphology MP:0001065	1/31	0.051415327328444255	0.0997676138798748	0	0	20.13737373737374	59.76407945997836	BDNF
decreased vocalization MP:0020351	1/31	0.051415327328444255	0.0997676138798748	0	0	20.13737373737374	59.76407945997836	OXTR
abnormal intestinal goblet cell morphology MP:0003449	1/31	0.051415327328444255	0.0997676138798748	0	0	20.13737373737374	59.76407945997836	FOXL1
absent distortion product otoacoustic emissions MP:0004737	1/32	0.05303042084188405	0.10246555891482681	0	0	19.486803519061585	57.23058965591193	TNFRSF11B
abnormal crypts of Lieberkuhn morphology MP:0000490	1/33	0.05464284526670249	0.1051356010194782	0	0	18.876893939393938	54.873941288604264	FOXL1
abnormal cranial ganglia morphology MP:0001081	1/34	0.05625260484794023	0.10687994921108643	0	0	18.30394857667585	52.67698724967126	BDNF
abnormal striatum morphology MP:0004077	1/34	0.05625260484794023	0.10687994921108643	0	0	18.30394857667585	52.67698724967126	BDNF
abnormal synaptic transmission MP:0003635	1/34	0.05625260484794023	0.10687994921108643	0	0	18.30394857667585	52.67698724967126	SCN9A
increased sensitivity to induced cell death MP:0008943	1/35	0.05785970388450594	0.10857623444993707	0	0	17.764705882352942	50.624688080382775	STC2
dilated heart atrium MP:0003140	1/35	0.05785970388450594	0.10857623444993707	0	0	17.764705882352942	50.624688080382775	TBX5
abnormal middle ear ossicle morphology MP:0005105	1/35	0.05785970388450594	0.10857623444993707	0	0	17.764705882352942	50.624688080382775	TNFRSF11B
head tilt MP:0005191	1/36	0.05946414661556277	0.10933730184151863	0	0	17.256277056277057	48.70380102145059	BDNF
abnormal auditory brainstem response waveform shape MP:0011966	1/36	0.05946414661556277	0.10933730184151863	0	0	17.256277056277057	48.70380102145059	COL11A1
impaired synaptic plasticity MP:0001900	1/36	0.05946414661556277	0.10933730184151863	0	0	17.256277056277057	48.70380102145059	BDNF
decreased circulating amylase level MP:0008805	1/36	0.05946414661556277	0.10933730184151863	0	0	17.256277056277057	48.70380102145059	FBN2
decreased skeletal muscle fiber diameter MP:0009402	1/36	0.05946414661556277	0.10933730184151863	0	0	17.256277056277057	48.70380102145059	FBN2
increased body weight MP:0001260	2/234	0.05986771977977146	0.10948341351628647	0	0	5.316271551724138	14.968588922101029	BDNF;STC2
abnormal nociception after inflammation MP:0002736	1/37	0.061065937308456206	0.10948341351628647	0	0	16.776094276094277	46.90262214500739	SCN9A
impaired behavioral response to xenobiotic MP:0009747	1/37	0.061065937308456206	0.10948341351628647	0	0	16.776094276094277	46.90262214500739	CHRM2
decreased bone mass MP:0004016	1/37	0.061065937308456206	0.10948341351628647	0	0	16.776094276094277	46.90262214500739	FBN2
abnormal diaphragm morphology MP:0002279	1/37	0.061065937308456206	0.10948341351628647	0	0	16.776094276094277	46.90262214500739	LOX
abnormal long bone metaphysis morphology MP:0000133	1/37	0.061065937308456206	0.10948341351628647	0	0	16.776094276094277	46.90262214500739	COL11A1
perinatal lethality, complete penetrance MP:0011089	2/237	0.06122427729529178	0.10948341351628647	0	0	5.247606382978724	14.657674392990314	LOX;SCN9A
short radius MP:0004355	1/38	0.06266508019344691	0.10990490987773766	0	0	16.321867321867323	45.21077142395581	WNT5A
abnormal chondrocyte morphology MP:0000166	1/38	0.06266508019344691	0.10990490987773766	0	0	16.321867321867323	45.21077142395581	COL11A1
abnormal heart atrium morphology MP:0003105	1/38	0.06266508019344691	0.10990490987773766	0	0	16.321867321867323	45.21077142395581	TBX5
abnormal humerus morphology MP:0005296	1/38	0.06266508019344691	0.10990490987773766	0	0	16.321867321867323	45.21077142395581	FBN2
oligodactyly MP:0000565	1/38	0.06266508019344691	0.10990490987773766	0	0	16.321867321867323	45.21077142395581	GREM1
prolonged QRS complex duration MP:0010392	1/39	0.06426157953263534	0.11141931660411297	0	0	15.891547049441787	43.619012587141874	TBX5
abnormal compact bone morphology MP:0003797	1/39	0.06426157953263534	0.11141931660411297	0	0	15.891547049441787	43.619012587141874	TNFRSF11B
abnormal limb development MP:0006279	1/39	0.06426157953263534	0.11141931660411297	0	0	15.891547049441787	43.619012587141874	GREM1
failure of heart looping MP:0004251	1/40	0.06585543955628825	0.11163598675712803	0	0	15.483294483294483	42.119101454344644	TBX5
heart right ventricle hypertrophy MP:0000276	1/40	0.06585543955628825	0.11163598675712803	0	0	15.483294483294483	42.119101454344644	LOX
renal hypoplasia MP:0003446	1/40	0.06585543955628825	0.11163598675712803	0	0	15.483294483294483	42.119101454344644	GREM1
abnormal cytotoxic T cell physiology MP:0005078	1/40	0.06585543955628825	0.11163598675712803	0	0	15.483294483294483	42.119101454344644	PDCD1LG2
increased interleukin-2 secretion MP:0008687	1/40	0.06585543955628825	0.11163598675712803	0	0	15.483294483294483	42.119101454344644	PDCD1LG2
abnormal limb bud morphology MP:0005650	1/40	0.06585543955628825	0.11163598675712803	0	0	15.483294483294483	42.119101454344644	GREM1
edema MP:0001785	2/249	0.06675569980497714	0.11274295967062806	0	0	4.9896255060728745	13.505497170550052	FBN2;LOX
impaired branching involved in ureteric bud morphogenesis MP:0004936	1/41	0.06744666449296668	0.11348959043834986	0	0	15.095454545454546	40.703657605291774	GREM1
decreased bone mineralization MP:0020137	1/42	0.0690352585528232	0.11501305472244829	0	0	14.726533628972653	39.36605534679617	COL11A1
abnormal cerebellum external granule cell layer morphology MP:0000872	1/42	0.0690352585528232	0.11501305472244829	0	0	14.726533628972653	39.36605534679617	BDNF
abnormal bone structure MP:0003795	2/254	0.06910872147796235	0.11501305472244829	0	0	4.889384920634921	13.0647999890281	FBN2;TNFRSF11B
abnormal organ of Corti morphology MP:0000042	1/43	0.07062122597102223	0.11542393922145569	0	0	14.375180375180376	38.10033066830352	COL11A1
short humerus MP:0004351	1/43	0.07062122597102223	0.11542393922145569	0	0	14.375180375180376	38.10033066830352	WNT5A
short ulna MP:0004359	1/43	0.07062122597102223	0.11542393922145569	0	0	14.375180375180376	38.10033066830352	WNT5A
abnormal reproductive system morphology MP:0002160	1/43	0.07062122597102223	0.11542393922145569	0	0	14.375180375180376	38.10033066830352	WNT5A
abnormal immune system morphology MP:0000685	1/43	0.07062122597102223	0.11542393922145569	0	0	14.375180375180376	38.10033066830352	TNFRSF11B
head bobbing MP:0001410	1/44	0.0722045709465874	0.11634376095987227	0	0	14.04016913319239	36.90110155975086	BDNF
single kidney MP:0003604	1/44	0.0722045709465874	0.11634376095987227	0	0	14.04016913319239	36.90110155975086	GREM1
abnormal distortion product otoacoustic emission MP:0004736	1/44	0.0722045709465874	0.11634376095987227	0	0	14.04016913319239	36.90110155975086	TNFRSF11B
abnormal stomach morphology MP:0000470	1/44	0.0722045709465874	0.11634376095987227	0	0	14.04016913319239	36.90110155975086	FOXL1
abnormal immunoglobulin level MP:0002490	1/45	0.07378529768269645	0.11805647629231433	0	0	13.72038567493113	35.76349947727387	TNFRSF11B
osteoporosis MP:0000066	1/45	0.07378529768269645	0.11805647629231433	0	0	13.72038567493113	35.76349947727387	TNFRSF11B
abnormal sexual interaction MP:0002566	1/46	0.07536341037599187	0.11932539976198712	0	0	13.414814814814815	34.683110213712276	CHRM2
decreased interleukin-2 secretion MP:0008688	1/46	0.07536341037599187	0.11932539976198712	0	0	13.414814814814815	34.683110213712276	TNFSF4
abnormal inner ear morphology MP:0000026	1/46	0.07536341037599187	0.11932539976198712	0	0	13.414814814814815	34.683110213712276	TNFRSF11B
hydrops fetalis MP:0002192	1/47	0.07693891322048374	0.12139842362816812	0	0	13.122529644268775	33.655922697718275	TBX5
abnormal cardiovascular system morphology MP:0002127	1/48	0.07851181039259558	0.12302881628530442	0	0	12.842682140554482	32.6782845194062	TNFSF4
abnormal intestinal epithelium morphology MP:0000488	1/48	0.07851181039259558	0.12302881628530442	0	0	12.842682140554482	32.6782845194062	FOXL1
organ of Corti degeneration MP:0000043	1/49	0.080082106093531	0.1250597273241443	0	0	12.57449494949495	31.746863166533927	COL11A1
abnormal osteoclast morphology MP:0004982	1/50	0.0816498044624026	0.12551463058124238	0	0	12.317254174397032	30.85861216573232	TNFRSF11B
abnormal platelet physiology MP:0005464	1/50	0.0816498044624026	0.12551463058124238	0	0	12.317254174397032	30.85861216573232	F2RL2
atrial septal defect MP:0010403	1/51	0.08321490968036731	0.12551463058124238	0	0	12.07030303030303	30.010741376905646	TBX5
abnormal phalanx morphology MP:0005306	1/51	0.08321490968036731	0.12551463058124238	0	0	12.07030303030303	30.010741376905646	TBX5
abnormal sensory neuron innervation pattern MP:0000968	1/51	0.08321490968036731	0.12551463058124238	0	0	12.07030303030303	30.010741376905646	BDNF
abnormal hair growth MP:0002073	1/51	0.08321490968036731	0.12551463058124238	0	0	12.07030303030303	30.010741376905646	FGF5
decreased tumor growth/size MP:0003447	1/51	0.08321490968036731	0.12551463058124238	0	0	12.07030303030303	30.010741376905646	LOXL2
abnormal interventricular septum morphology MP:0000281	1/51	0.08321490968036731	0.12551463058124238	0	0	12.07030303030303	30.010741376905646	LOXL2
increased circulating alkaline phosphatase level MP:0002968	2/283	0.08327957810507926	0.12551463058124238	0	0	4.378336298932385	10.882582197148523	FBN2;TNFRSF11B
hypoactivity MP:0001402	3/610	0.0841906471907538	0.12551463058124238	0	0	3.086411223893288	7.637853715265809	COLEC10;LOX;BDNF
polyphagia MP:0001433	1/52	0.08477742591890931	0.12551463058124238	0	0	11.833036244800951	29.200690909254362	BDNF
abnormal pelvic girdle bone morphology MP:0004509	1/52	0.08477742591890931	0.12551463058124238	0	0	11.833036244800951	29.200690909254362	FBN2
increased IgG2a level MP:0008500	1/52	0.08477742591890931	0.12551463058124238	0	0	11.833036244800951	29.200690909254362	PDCD1LG2
decreased interleukin-4 secretion MP:0008700	1/52	0.08477742591890931	0.12551463058124238	0	0	11.833036244800951	29.200690909254362	TNFSF4
decreased susceptibility to type IV hypersensitivity reaction MP:0005616	1/52	0.08477742591890931	0.12551463058124238	0	0	11.833036244800951	29.200690909254362	TNFSF4
absent kidney MP:0000520	1/52	0.08477742591890931	0.12551463058124238	0	0	11.833036244800951	29.200690909254362	GREM1
persistent truncus arteriosis MP:0002633	1/53	0.08633735729569093	0.12618536835524058	0	0	11.604895104895105	28.42610813491069	WNT5A
prolonged PR interval MP:0003896	1/53	0.08633735729569093	0.12618536835524058	0	0	11.604895104895105	28.42610813491069	TBX5
impaired limb coordination MP:0001524	1/53	0.08633735729569093	0.12618536835524058	0	0	11.604895104895105	28.42610813491069	BDNF
abnormal dendritic spine morphology MP:0009936	1/53	0.08633735729569093	0.12618536835524058	0	0	11.604895104895105	28.42610813491069	BDNF
atrioventricular septal defect MP:0010412	1/54	0.08789470799411693	0.12723805347719783	0	0	11.385363064608347	27.684827361193253	WNT5A
abnormal forelimb morphology MP:0000550	1/54	0.08789470799411693	0.12723805347719783	0	0	11.385363064608347	27.684827361193253	GREM1
abnormal innervation MP:0002184	1/54	0.08789470799411693	0.12723805347719783	0	0	11.385363064608347	27.684827361193253	BDNF
abnormal joint morphology MP:0002932	1/55	0.08944948211911666	0.129078999513662	0	0	11.173961840628508	26.974851864411704	FBN2
abnormal eye morphology MP:0002092	2/298	0.09093460149035795	0.13080813337414265	0	0	4.153293918918919	9.95799853585155	FBN2;TNFRSF11B
dermatitis MP:0001194	1/57	0.09255131724454436	0.13229906164110417	0	0	10.773809523809524	25.641580554578063	SCN9A
muscular ventricular septal defect MP:0010420	1/57	0.09255131724454436	0.13229906164110417	0	0	10.773809523809524	25.641580554578063	TBX5
decreased IgG2a level MP:0008496	1/58	0.09409838647736117	0.13325734234061085	0	0	10.584263689526848	25.015000999516026	PDCD1LG2
abnormal long bone epiphyseal plate proliferative zone MP:0003662	1/58	0.09409838647736117	0.13325734234061085	0	0	10.584263689526848	25.015000999516026	COL11A1
muscle weakness MP:0000747	1/58	0.09409838647736117	0.13325734234061085	0	0	10.584263689526848	25.015000999516026	FBN2
abnormal liver morphology MP:0000598	2/306	0.0951008246428895	0.1341943397511579	0	0	4.042351973684211	9.510917023272965	FBN2;WNT5A
heart left ventricle hypertrophy MP:0002625	1/59	0.09564289565597878	0.1341943397511579	0	0	10.401253918495298	24.41313526094926	LOX
abnormal femur morphology MP:0000559	1/59	0.09564289565597878	0.1341943397511579	0	0	10.401253918495298	24.41313526094926	FBN2
abnormal maternal nurturing MP:0001386	1/60	0.09718484886207923	0.1359395431935832	0	0	10.224447868515664	23.834624062165258	OXTR
increased osteoclast cell number MP:0004984	1/61	0.09872425022238016	0.1372507868945285	0	0	10.053535353535354	23.278203742559715	TNFRSF11B
abnormal vertebral arch morphology MP:0004599	1/61	0.09872425022238016	0.1372507868945285	0	0	10.053535353535354	23.278203742559715	FBN2
abnormal dorsal root ganglion morphology MP:0000961	1/62	0.10026110381701644	0.13896371836036323	0	0	9.88822652757079	22.742698109668584	BDNF
abnormal osteoclast physiology MP:0001541	1/63	0.1017954137512644	0.13981538756197762	0	0	9.728250244379277	22.227011088447156	TNFRSF11B
increased bleeding time MP:0005606	1/63	0.1017954137512644	0.13981538756197762	0	0	9.728250244379277	22.227011088447156	F2RL2
abnormal sinus arrhythmia MP:0004122	1/63	0.1017954137512644	0.13981538756197762	0	0	9.728250244379277	22.227011088447156	TBX5
abnormal dentate gyrus morphology MP:0000812	1/64	0.10332718407167399	0.1410694489122256	0	0	9.573352573352574	21.73012010811059	BDNF
abnormal facial morphology MP:0003743	1/64	0.10332718407167399	0.1410694489122256	0	0	9.573352573352574	21.73012010811059	COL11A1
abnormal inhibitory postsynaptic currents MP:0002945	1/65	0.10485641889528508	0.14272993139179102	0	0	9.423295454545455	21.251070109156853	BDNF
pericardial effusion MP:0005312	1/67	0.10790729825957934	0.14557907694191768	0	0	9.13682277318641	20.34297847612108	TBX5
increased body length MP:0001257	1/67	0.10790729825957934	0.14557907694191768	0	0	9.13682277318641	20.34297847612108	STC2
abnormal contextual conditioning behavior MP:0001469	1/67	0.10790729825957934	0.14557907694191768	0	0	9.13682277318641	20.34297847612108	BDNF
atelectasis MP:0001177	1/68	0.10942895092205149	0.1467635341778102	0	0	9.0	19.912318113121092	LOX
decreased incidence of tumors by chemical induction MP:0004502	1/68	0.10942895092205149	0.1467635341778102	0	0	9.0	19.912318113121092	LOXL2
rib fusion MP:0000154	1/70	0.11246470247248325	0.150392681312177	0	0	8.738252086078173	19.094093242672443	WNT5A
perimembraneous ventricular septal defect MP:0010418	1/71	0.11397880943867505	0.151528679603603	0	0	8.612987012987013	18.70519192889038	TBX5
centrally nucleated skeletal muscle fibers MP:0009404	1/71	0.11397880943867505	0.151528679603603	0	0	8.612987012987013	18.70519192889038	FBN2
abnormal dendrite morphology MP:0008143	1/72	0.11549040925582522	0.1526481931033516	0	0	8.491250533504054	18.328939891769167	BDNF
obese MP:0001261	1/72	0.11549040925582522	0.1526481931033516	0	0	8.491250533504054	18.328939891769167	BDNF
abnormal osteoclast differentiation MP:0008396	1/73	0.11699950591866148	0.15375151210060414	0	0	8.372895622895623	17.964764003409375	TNFRSF11B
increased circulating phosphate level MP:0001566	1/73	0.11699950591866148	0.15375151210060414	0	0	8.372895622895623	17.964764003409375	TNFRSF11B
abnormal coat/ hair morphology MP:0000367	1/74	0.11850610347257144	0.15483892029654034	0	0	8.257783312577834	17.612124390060146	FGF5
increased susceptibility to parasitic infection MP:0005027	1/74	0.11850610347257144	0.15483892029654034	0	0	8.257783312577834	17.612124390060146	PDCD1LG2
abnormal heart left ventricle morphology MP:0003921	1/78	0.12450758270134277	0.16221559346232087	0	0	7.827233372687918	16.307169245486165	TBX5
abnormal excitatory postsynaptic potential MP:0002912	1/79	0.12600174473546216	0.16369457435718163	0	0	7.726495726495727	16.005123167673478	BDNF
decreased inflammatory response MP:0001876	1/81	0.12898264742204674	0.16661781083414534	0	0	7.532575757575757	15.427298171197009	LOXL2
abnormal heart ventricle morphology MP:0005294	1/81	0.12898264742204674	0.16661781083414534	0	0	7.532575757575757	15.427298171197009	TBX5
short tail MP:0000592	1/83	0.13195368133736293	0.16949543292911973	0	0	7.348115299334811	14.882169637075853	WNT5A
abnormal lung development MP:0001176	1/83	0.13195368133736293	0.16949543292911973	0	0	7.348115299334811	14.882169637075853	WNT5A
abnormal suckling behavior MP:0001436	1/84	0.13343550741856694	0.17091739152490598	0	0	7.259218692953633	14.621061021294857	LOX
hunched posture MP:0001505	1/85	0.13491487818745393	0.17184688394826533	0	0	7.172438672438672	14.367192460983778	BDNF
abnormal locomotor activation MP:0003313	1/85	0.13491487818745393	0.17184688394826533	0	0	7.172438672438672	14.367192460983778	BDNF
hyperglycemia MP:0001559	1/86	0.1363917975983422	0.17276294362456676	0	0	7.0877005347593585	14.12028477327799	PDCD1LG2
decreased length of long bones MP:0004686	1/86	0.1363917975983422	0.17276294362456676	0	0	7.0877005347593585	14.12028477327799	COL11A1
abnormal action potential MP:0005402	1/88	0.1393382980115978	0.17552006600355965	0	0	6.924068268895855	13.64630343816304	SCN9A
increased neuron apoptosis MP:0003203	1/88	0.1393382980115978	0.17552006600355965	0	0	6.924068268895855	13.64630343816304	BDNF
short limbs MP:0000547	1/89	0.14080788692300278	0.17688263481236713	0	0	6.845041322314049	13.418737141433665	WNT5A
abnormal gait MP:0001406	2/389	0.14120776522210077	0.1768976399485658	0	0	3.161983204134367	6.189654724213372	FBN2;TNFRSF11B
decreased bone mineral density MP:0000063	2/391	0.14237359722482842	0.17786948036855277	0	0	3.145404884318766	6.131339974058616	PAPPA;TNFRSF11B
circling MP:0001394	1/91	0.1437397616838324	0.17907802867702288	0	0	6.692255892255893	12.981308887513196	BDNF
postnatal lethality, complete penetrance MP:0011085	2/394	0.14412639588698992	0.17907802867702288	0	0	3.1208545918367347	6.045296998992369	GREM1;BDNF
increased thermal nociceptive threshold MP:0001973	1/92	0.14520205536758202	0.17992428599896032	0	0	6.618381618381618	12.7710212446526	SCN9A
increased interferon-gamma secretion MP:0008566	1/94	0.14811937485679208	0.1830418290913203	0	0	6.4753991528185075	12.366307690734349	PDCD1LG2
abnormal nervous system electrophysiology MP:0002272	1/95	0.14957440843387748	0.18384347775161222	0	0	6.406189555125725	12.171512201210502	BDNF
abnormal dendritic cell physiology MP:0002376	1/95	0.14957440843387748	0.18384347775161222	0	0	6.406189555125725	12.171512201210502	PDCD1LG2
abnormal neuron morphology MP:0002882	1/97	0.1524772427346566	0.18541232716534242	0	0	6.272095959595959	11.796181266076253	BDNF
increased B cell number MP:0005014	1/97	0.1524772427346566	0.18541232716534242	0	0	6.272095959595959	11.796181266076253	TNFRSF11B
increased incidence of tumors by chemical induction MP:0004499	1/97	0.1524772427346566	0.18541232716534242	0	0	6.272095959595959	11.796181266076253	LOX
abnormal vocalization MP:0001529	1/97	0.1524772427346566	0.18541232716534242	0	0	6.272095959595959	11.796181266076253	CHRM2
corneal opacity MP:0001314	1/98	0.15392505118657634	0.18667506207733728	0	0	6.207122774133083	11.61532352125674	TNFRSF11B
abnormal pulmonary alveolus morphology MP:0002270	1/101	0.1582540881213493	0.1909096936067071	0	0	6.02	11.098191377587193	GREM1
abnormal motor coordination/balance MP:0001516	1/101	0.1582540881213493	0.1909096936067071	0	0	6.02	11.098191377587193	BDNF
increased IgM level MP:0002494	1/102	0.15969231715146037	0.19213640269410537	0	0	5.96009600960096	10.933833874449698	PDCD1LG2
enlarged heart MP:0000274	2/427	0.16370325267913027	0.19644390321495633	0	0	2.873676470588235	5.20049209342999	FBN2;TBX5
abnormal social investigation MP:0001360	1/106	0.16542141923502365	0.19798469073798108	0	0	5.731890331890332	10.313155296299051	OXTR
impaired balance MP:0001525	1/107	0.1668477603787351	0.19916905427409215	0	0	5.677530017152659	10.166602529212769	BDNF
increased CD8-positive, alpha-beta T cell number MP:0008078	1/108	0.16827173541447749	0.2003444160548348	0	0	5.624185783064288	10.023284049176388	PDCD1LG2
abnormal neuron physiology MP:0004811	1/110	0.1711126023422634	0.20214338515044586	0	0	5.520433694745622	9.745958280916204	BDNF
increased CD4-positive, alpha beta T cell number MP:0008074	1/110	0.1711126023422634	0.20214338515044586	0	0	5.520433694745622	9.745958280916204	PDCD1LG2
double outlet right ventricle MP:0000284	1/110	0.1711126023422634	0.20214338515044586	0	0	5.520433694745622	9.745958280916204	WNT5A
abnormal neuron differentiation MP:0009937	1/111	0.17252950183296037	0.20224538004069392	0	0	5.469972451790634	9.61176465776711	BDNF
decreased interferon-gamma secretion MP:0008567	1/111	0.17252950183296037	0.20224538004069392	0	0	5.469972451790634	9.61176465776711	TNFSF4
abnormal immune system physiology MP:0001790	1/111	0.17252950183296037	0.20224538004069392	0	0	5.469972451790634	9.61176465776711	TNFRSF11B
enlarged liver MP:0000599	1/115	0.1781736283799067	0.20832608856727552	0	0	5.276980329611908	9.102773991144383	WNT5A
abnormal nervous system physiology MP:0003633	1/117	0.18098166155064851	0.21106812702582028	0	0	5.1854754440961335	8.863842076656898	BDNF
abnormal skeleton morphology MP:0005508	1/118	0.1823821837951678	0.21215886686376662	0	0	5.140896140896141	8.74801045589206	FBN2
decreased birth body size MP:0009703	1/119	0.18378038148185852	0.21270013694347076	0	0	5.0970724191063175	8.634511084636353	PAPPA
increased liver weight MP:0002981	1/119	0.18378038148185852	0.21270013694347076	0	0	5.0970724191063175	8.634511084636353	FBN2
reduced long term potentiation MP:0001473	1/120	0.18517625828747605	0.21377309817490905	0	0	5.053985230455819	8.523279038481911	BDNF
impaired righting response MP:0001523	1/121	0.1865698180421205	0.21478722933471509	0	0	5.011616161616161	8.414251704037543	BDNF
decreased body weight MP:0001262	4/1329	0.18699677641640766	0.21478722933471509	0	0	1.8758238993710692	3.1451262161290225	CHRM2;FBN2;BDNF;PAPPA
abnormal rib morphology MP:0000150	1/123	0.1893500011715691	0.21694371993526512	0	0	4.9289617486338795	8.202571709503856	FBN2
increased lymphocyte cell number MP:0005013	1/124	0.1907366319823037	0.21798472226548993	0	0	4.888642522788865	8.099804524943316	LOX
increased apoptosis MP:0006042	1/128	0.19626017014673372	0.2237365939672764	0	0	4.733715103793844	7.707975054848403	GREM1
abnormal heart morphology MP:0000266	2/485	0.1991719116270683	0.22648975486768863	0	0	2.521092132505176	4.068001363906185	FBN2;TBX5
abnormal cardiovascular system physiology MP:0001544	1/132	0.2017471095290741	0.22771455927044004	0	0	4.588248901226001	7.344594917705255	TBX5
abnormal uterus morphology MP:0001120	1/132	0.2017471095290741	0.22771455927044004	0	0	4.588248901226001	7.344594917705255	COLEC10
abnormal lipid homeostasis MP:0002118	1/132	0.2017471095290741	0.22771455927044004	0	0	4.588248901226001	7.344594917705255	TNFSF4
increased prepulse inhibition MP:0009141	1/135	0.2058384376212506	0.23175883346985254	0	0	4.484848484848484	7.089037205810847	SCN9A
anophthalmia MP:0001293	1/136	0.20719768525979987	0.23214286112645882	0	0	4.451402918069585	7.00687294182136	TNFRSF11B
thymus hypoplasia MP:0001823	1/136	0.20719768525979987	0.23214286112645882	0	0	4.451402918069585	7.00687294182136	WNT5A
reduced fertility MP:0001921	1/138	0.20990940990741794	0.23346022175068923	0	0	4.3859765538597655	6.846856869609814	FBN2
decreased physiological sensitivity to xenobiotic MP:0008874	1/138	0.20990940990741794	0.23346022175068923	0	0	4.3859765538597655	6.846856869609814	CHRM2
enlarged kidney MP:0003068	1/138	0.20990940990741794	0.23346022175068923	0	0	4.3859765538597655	6.846856869609814	TNFRSF11B
abnormal placenta morphology MP:0001711	1/141	0.21396012453609775	0.23738641554369969	0	0	4.291341991341992	6.617101793996819	LOX
ventricular septal defect MP:0010402	1/143	0.21664939505598066	0.23978670909108538	0	0	4.230473751600512	6.470403515754424	TBX5
small spleen MP:0000692	1/147	0.22200117164371283	0.24452302963655326	0	0	4.113740141137401	6.191477649955823	TNFRSF11B
abnormal cranium morphology MP:0000438	1/147	0.22200117164371283	0.24452302963655326	0	0	4.113740141137401	6.191477649955823	FBN2
abnormal embryonic tissue morphology MP:0002085	1/150	0.22599169825673165	0.24831858892787861	0	0	4.03030303030303	5.994096449403746	WNT5A
